title_xpa,extenses_xpa,meaning_xpa
 ～まま(mama)【JLPT N3 Grammar】,いつも、パジャマをたいにく,から
 ～まま(mama)【JLPT N3 Grammar】,、をけたてしまいました,わらないで、Bをします。
 ～まま(mama)【JLPT N3 Grammar】,スーツケースのかぎをかけない、にけてしまいました,A
 ～まま(mama)【JLPT N3 Grammar】,カフェでにっていたは、をテーブルのにいた、トイレにってしまいました,B。Bのとき、
 ～まま(mama)【JLPT N3 Grammar】,あの、ライトがついただね,はAじゃありません。でも、Aの
 ～まま(mama)【JLPT N3 Grammar】,のだろう,から
 ～まま(mama)【JLPT N3 Grammar】,なのテストをけたら、やっぱりほとんどえていた,わらないで、Bをします。
 ～まま(mama)【JLPT N3 Grammar】,うちのは、パジャマの、にってしまいました,A
 ～まま(mama)【JLPT N3 Grammar】,はきので、さないでください,B。Bのとき、
 ～まま(mama)【JLPT N3 Grammar】,べきれなかったものは、そのゴミにててください,はAじゃありません。でも、Aの
 ～まま(mama)【JLPT N3 Grammar】,がないから、の、のでバイトにく,から
 ～まま(mama)【JLPT N3 Grammar】,：V-た＋つけた　→　つけたN＋の＋下書き　→　下書きの：AB,わらないで、Bをします。
 ～まま(mama)【JLPT N3 Grammar】,Bのとき、はAじゃありません,A
 ～まま(mama)【JLPT N3 Grammar】,でも、Aのからわらないで、Bをします,B。Bのとき、
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,息子は泥になって公園から帰ってきた,父は、借金
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,今日も友達とたくさん遊んできたらしい,になった人を助ける仕事をしている。
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,ラーメン屋でのバイトは忙しい,父は、借金
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,毎日汗になって働いている,になった人を助ける仕事をしている。
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,夜道を歩いていたら、血の男が道に倒れていた,父は、借金
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,とても驚いたけど、すぐに救急車を呼んだ,になった人を助ける仕事をしている。
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,古い倉庫の中に荷物を取りに行った,父は、借金
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,荷物はほこりになっていたが、倉庫の一番奥に置いてあった,になった人を助ける仕事をしている。
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,車の修理をしたら、手が油になってしまった,父は、借金
 〜まみれ(mamire)【JLPT N1の文法 Grammar】,父は、借金になった人を助ける仕事をしている,になった人を助ける仕事をしている。
 まるで(marude)【JLPT N3 Grammar】,うちのは、ではもできないのよ,as if; just like
 まるで(marude)【JLPT N3 Grammar】,ちゃんみたい,as if; just like
 まるで(marude)【JLPT N3 Grammar】,あのの人は、しくて、しくて、のようだ,as if; just like
 まるで(marude)【JLPT N3 Grammar】,さっきまでれていたのに、はでもるみたいにくなっている,as if; just like
 まるで(marude)【JLPT N3 Grammar】,このパソコンソフトをうと、きのようなができますよ,as if; just like
 まるで(marude)【JLPT N3 Grammar】,こののは、のようなをくことができます,as if; just like
 まるで(marude)【JLPT N3 Grammar】,れたをしてもらったら、のようになりました,as if; just like
 まるで(marude)【JLPT N3 Grammar】,できたロボットは、ののようにきます,as if; just like
 まるで(marude)【JLPT N3 Grammar】,あのは、のようにています,as if; just like
 むしろ,かな彼氏より、うるさい人のほうが私にっているかもしれない,AとBを
 むしろ,このは、をターゲットに作られたが、は、にがあるようだ,べて、1つを
 むしろ,なえ方がとされるは、より小さいの方がかもしれません,びます。Aはよさそうですが、Aはダメです。Aじゃありません。Bのほうがいいです。
 むしろ,遅くまでするより、早く帰ってしっかり頭と体を休めたほうが、がいい,AとBを
 むしろ,向けのより、の人がよく買う物の方が、おにはおめです,べて、1つを
 むしろ,次のには、みんながめるAさんより、Bさんのほうがじゃないかな,びます。Aはよさそうですが、Aはダメです。Aじゃありません。Bのほうがいいです。
 むしろ,いつも行くお店がまっていて、だった,AとBを
 むしろ,でも、くのお店でセールをしていたので、ラッキーだったかもしれない,べて、1つを
 むしろ,彼はいつもしくない人だから、にしくなるとうれしいというより、こわい,びます。Aはよさそうですが、Aはダメです。Aじゃありません。Bのほうがいいです。
 むしろ,私はりで、会うより、Skypeや電話で話したほうが上手にしゃべれます,AとBを
 むしろ,一人でぜんぶろうとするより、他の人にったほうが仕事はくいくし、いいチームになっていくよ,べて、1つを
 むしろ,このは、オリジナルバージョンより、カバーバージョンのほうが好きだ,びます。Aはよさそうですが、Aはダメです。Aじゃありません。Bのほうがいいです。
 むしろ,意味：A、B,AとBを
 むしろ,AとBをべて、1つをびます,べて、1つを
 むしろ,Aはよさそうですが、Aはダメです,びます。Aはよさそうですが、Aはダメです。Aじゃありません。Bのほうがいいです。
 むしろ,Aじゃありません,AとBを
 むしろ,Bのほうがいいです,べて、1つを
 もしかして【JLPT N3 Grammar】,あ、がない！、のでまれたのかもしれない, 
 もしかして【JLPT N3 Grammar】,そのスマホは、のiPhoneですか, 
 もしかして【JLPT N3 Grammar】,はじめて見ました, 
 もしかして【JLPT N3 Grammar】,とがれません, 
 もしかして【JLPT N3 Grammar】,、にあったのかも, 
 もしかして【JLPT N3 Grammar】,です, 
 もしかして【JLPT N3 Grammar】,あなたがしているのは、このペンですか, 
 もしかして【JLPT N3 Grammar】,は、をしているのかもしれない, 
 もしかして【JLPT N3 Grammar】,、りがすぎる, 
 もしかして【JLPT N3 Grammar】,ですか, 
 もしかして【JLPT N3 Grammar】,、がいのですか, 
 もしかして【JLPT N3 Grammar】,がいですよ, 
 もしかして【JLPT N3 Grammar】,、からよくメールがるんですよね, 
 もしかして【JLPT N3 Grammar】,、のことがきなのかしら, 
 もしかして【JLPT N3 Grammar】,、、にいますか？うなら、にこのをしてくれませんか, 
 もしかして【JLPT N3 Grammar】,ねえ、そのマフラーどうしたの？、私ににしていることがあるんじゃない？このなは、あなたがいたのですか, 
 もしかして【JLPT N3 Grammar】,A「、いま暇ですか？よかったら一緒にご飯を食べませんか？」B「いいですね, 
 もしかして【JLPT N3 Grammar】,ちょうどご飯を食べ行こうと思ってたんですよ, 
 もしかして【JLPT N3 Grammar】,」 A「Bさんのはどちらにんでいるんですか？」B「あのー、えーと…, 
 もしかして【JLPT N3 Grammar】,」A「あ、ごめんなさい, 
 もしかして【JLPT N3 Grammar】,、なことをいてしまいましたか, 
 もしかして【JLPT N3 Grammar】,」 A「ねえ、晩ご飯は何を食べる？」B「…, 
 もしかして【JLPT N3 Grammar】,」A「あ、、まだってるの？さっきはごめんね, 
 もしかして【JLPT N3 Grammar】,」 A「ピザが50きだったから、3もっちゃった！」B「、それをで食べるの！？」 A「あれ～、のペン、どこに行ったかなあ, 
 元々（もともと）,このは、はがのために書いたものでした,B「そうです。
 元々（もともと）,僕たちは、はバンドをやってたんだけど、その後いっしょにをめたんです,3ヶ月ぐらいのつもりだったんですが、
 元々（もともと）,あのアイドルは、はっていたんだけど、のでダイエットをしたんだよ,3年も
 元々（もともと）,このは、はでしたが、それをホテルにしたそうです,けてしまいました。」
 元々（もともと）,のは、のにいがあったのがです,B「そうです。
 元々（もともと）,A「あの人は、またいいをとったらしいね,3ヶ月ぐらいのつもりだったんですが、
 元々（もともと）,」B「彼女はがいいからね,3年も
 元々（もともと）,なんでもできるんだ,けてしまいました。」
 元々（もともと）,」 A「もうあの本を読んでしまったんですか,B「そうです。
 元々（もともと）,」B「ええ,3ヶ月ぐらいのつもりだったんですが、
 元々（もともと）,本を読むのが好きですから,3年も
 元々（もともと）,」 A「あのソファをててしまったんですか,けてしまいました。」
 元々（もともと）,」B「はい,B「そうです。
 元々（もともと）,すぐにてるつもりで買ったので,3ヶ月ぐらいのつもりだったんですが、
 元々（もともと）,」 A「をめたんですか,3年も
 元々（もともと）,」B「そうです,けてしまいました。」
 元々（もともと）,3ヶ月ぐらいのつもりだったんですが、3年もけてしまいました,B「そうです。
 〜ものだ(mono da)【JLPT N3 Grammar】,人はおいに、けあってきる,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,はけたら、すぐにめる,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,人にをつく,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,誰かに本をりたら、さないようにして読む,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,あんなつきの人と、をするよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,しい時に、こんないを見る,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,にちている食べ物をって、食べるよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,日曜日に働くものじゃない,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,日曜日は自分のために使う,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,の人のがることをする,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,われてしまうよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,の人には、しくするよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,お金のいは、するよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,ちゃんとしましょう,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,子「お父さんは、ばかだなあ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」父「こらっ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,にそんなを言う,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」 子「お父さんまだ8時だよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」父「子どもは、早く寝る,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,もう寝なさい,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」 A「なんてするよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」B「そうかな？のはしいよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」 A「ギャンブルなんて、するよ,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,もっといいをしたらどう？」B「う〜ん,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,わかってるけど、なかなかやめられないんだよね,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,」年をとると、腰が曲がってくる,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,毎日コツコツ勉強するのは、なかなか大変な,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,多くの人が、辛くても頑張って生きている,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,長い間ペットを飼っていると、家族のように思える,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,毎日働いていれば、何度も失敗する,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,頭がいい人ほど、少し変わっている,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,日本語には、面白い言葉がある,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,親が知らない間に、子どもは大人になっていく,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,パソコンは、５年も使えば壊れてしまう,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,食べ過ぎると、お腹が苦しくなる,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,二日酔いになると、もうお酒は飲まないと思う人はまた飲んでしまう,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,一人でぼーっとしていると、色々なことを考えてしまう,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,頑張ろうと思うと、力が入りすぎて失敗してしまう,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,好きな人と一緒にいると、時間があっと言う間にすぎる,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,：V-辞書形＋行く　　→　行く食べる　→　食べる ：A,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,やからAだと考えられる,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,（だから、Aしたほうがいい,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,）should / 应该A,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,Aは私たちにはコントロールできない,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,この世界はそうなっている,really / 实在是〜啊
 〜ものだ(mono da)【JLPT N3 Grammar】,受け入れましょう,really / 实在是〜啊
 やはり / やっぱり,この店のカレーライスは、おいしいなあ,B「あ、
 やはり / やっぱり,また来よう,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,今夜の飲み会は行かないことにします,B「あ、
 やはり / やっぱり,今日の天気は、で言ってたとおり、雨でした,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,カフェで本を読もうと思ったが、家に帰って読むことにした,B「あ、
 やはり / やっぱり,友だちにを話すつもりだったけど、話したくありません,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,今日のライブは楽しかったなあ,B「あ、
 やはり / やっぱり,この歌手は天才だな！久しぶりにあの人にあったけど、な人だった,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,店員「ごは何になさいますか,B「あ、
 やはり / やっぱり,」A「えーと,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,からげをお願いします,B「あ、
 やはり / やっぱり,あ、カツにします,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,」 A「足が痛いんですけど…,B「あ、
 やはり / やっぱり,」医者「あー,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,これは足のがれていますね,B「あ、
 やはり / やっぱり,」A「あー,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,」 A「あの二人は、付き合ってるらしいよ,B「あ、
 やはり / やっぱり,」B「ね,！Aさんのだと思って持ってきたんだ。」
 やはり / やっぱり,前からそうだと思ってたよ,B「あ、
 やはり / やっぱり,」 A「あ、その本は、私の本じゃないですか？」B「あ、！Aさんのだと思って持ってきたんだ,！Aさんのだと思って持ってきたんだ。」
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,友達が遊びに来るときは、いつもおかしお茶をたくさん買ってきてくれる,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,地震のせいで、玄関にあった写真たて花瓶が倒れている,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,友達は、私が困っている時にいつも助けてくれる,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,申し訳ないありがたいで、いつも感謝している,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,駅前に警察官、消防士がたくさん集まっている,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,何があったんだろう,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,お金がないなら、近所のコンビニスーパーで働けばいいのに,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,最近は駅前に、ドラッグストアコンビニがどんどんできてきている,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,悲劇的な事件に関して、私に記事を書く仕事がきた,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,嬉しい悲しいだが、仕事はちゃんと引き受けよう,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,夏の夜、外ではカエル虫が鳴いているが、うるさくてしかたがない,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,あしたは日曜日だが、部屋の掃除なんで結局忙しそうだ,and so on
 〜やら〜やら(yara yara)【JLPT N2の文法 Grammar】,来週は引っ越しなんで、あまり勉強の時間がとれそうにない,and so on
 ようやく,1週間ずっと雨だったけど、れましたね,ラーメン屋で5年間
 ようやく,13時に待ち合わせだったが、彼は13時半になって来た,していましたが、来月から
 ようやく,うちのにも、コンビニができました,自分のラーメン屋を始めることができます。
 ようやく,ずっと分からなかったの答えが、先生のでわかりました,ラーメン屋で5年間
 ようやく,電話がれて困っていましたが、昨日新しいを買うことができました,していましたが、来月から
 ようやく,今年もになって、かくなってきました,自分のラーメン屋を始めることができます。
 ようやく,うちの子どもは、今月から歩くことができるようになりました,ラーメン屋で5年間
 ようやく,スキー場に雪が降って、スキーができるようになりました,していましたが、来月から
 ようやく,明日のためのをいろいろして、夜の23時に家に帰ることができました,自分のラーメン屋を始めることができます。
 ようやく,買ったゲームを、クリアすることができました,ラーメン屋で5年間
 ようやく,何年も勉強して、今回JLPTのN1にすることができました,していましたが、来月から
 ようやく,で3時間ぐらい待って、雨が上がったので家に帰りました,自分のラーメン屋を始めることができます。
 ようやく,のがされたそうです,ラーメン屋で5年間
 ようやく,ラーメン屋で5年間していましたが、来月から自分のラーメン屋を始めることができます,していましたが、来月から
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,母「おはよう,A「本じゃなくて、アプリで単語を覚えようという
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,眠そうだね,ね。いいアイデアだね！」
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」息子「昨日は徹夜で勉強していたんだよ,A「本じゃなくて、アプリで単語を覚えようという
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」母「ああ、だから部屋の電気がついていたね,ね。いいアイデアだね！」
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」 A「なんか風邪引いちゃったみたい」B「大変だね,A「本じゃなくて、アプリで単語を覚えようという
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,そんなに厚着な,ね。いいアイデアだね！」
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」 A「ねえ、山田さん、どうしたの？」B「あぁ、山田さん、最近彼女に振られたらしいよ,A「本じゃなくて、アプリで単語を覚えようという
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」A「なるほど,ね。いいアイデアだね！」
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,どうりで元気がない,A「本じゃなくて、アプリで単語を覚えようという
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」 先輩「このメールを送ったら、今日の仕事は終わりにしよう,ね。いいアイデアだね！」
 〜わけだ(wake da)【JLPT N3の文法 Grammar】,」後輩「やっと帰れるってね！やった！」 A「単語がなかなか覚えられないんだけど、どうしたらいい？」B「このアプリを使ってみたらどう？」A「本じゃなくて、アプリで単語を覚えようというね,A「本じゃなくて、アプリで単語を覚えようという
 わざと,サッカーでれて、イエローカードをもらおうとする人がいる,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,小さいとゲームをしているときは、けてあげるときがある,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,ペンをに落として、の席の人と話すきっかけを作った,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,うちの子は、私がるところにおもちゃを並べて、私のをしたがる,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,うちのネコは、「やめて」といういのをっていてテーブルからをとすいやつだ,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,道でんだのを見られたのがずかしくて、いつもより元気そうに歩いてみた,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,僕がよく人の名前をえてしまうのは、にじゃないんです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,が本当に悪いんです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,あいつはリーダーにばれたくなかったから、あのでシュートをしたにいない,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,ダメージジーンズとは、いてをけたり、したりして、おしゃれにしたデニムのことです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,は絵がだけど、クラスの中でちたくなかったから、下手に絵をいた,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,彼女をかすために、をれたふりをして、そのあとでプレゼントをあげた,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,好きな人のをくために、「きらい」と言ってしまうことがある,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,こわい犬がいる家の前を通りたくなくて、の道をんだのに、のその犬に会ってしまった,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,A「痛い！足を踏まないでよ！」B「ごめんごめん,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,じゃないんだ,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,」 彼女「ねえ、なんでこっちの道を通って帰るの？りだよ,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,」彼氏「君ともう少しにいたいからね,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,だよ,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,」 A「はい,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,カレーライスができたよ,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,めしあがれ,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,」B「あ！またニンジンが入ってる！いだって言ってるのに、でしょ！」：A,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,（するとB）れたの（B）のために、Aをする,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,するとBになって、うれしいです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,ex1.)彼は、私の足をみました,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,（彼は、私の足を踏みました(A),（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,彼は、私の痛そうな顔が見られますから,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,←本当の目的(B)は、痛そうな顔を見て、彼がうれしくなることです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,）ex2.)二人は遠回りして、一緒に帰りました,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,（二人は遠回りしました(A),（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,すると、二人はもっと長い時間一緒にいることができて、うれしいです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざと,←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです,（二人は遠回りしました(A)。すると、二人はもっと長い時間一緒にいることができて、うれしいです。←本当の目的(B)は、二人が長い時間一緒にいて、うれしくなることです。）
 わざわざ,遠い所から会いにきてくれてありがとう,B「えー。そんなの
 わざわざ,ケガでしたと親にえたら、仕事をしておいに来てくれた,食べなくても、
 わざわざ,休みをとって旅行に来たのに、でをひいてしまいました,のケーキ屋ので
 わざわざ,雨の中、来てもらうのは申し訳ないので、また明日会いましょうか,じゃない？」
 わざわざ,早起きしてお店に来てみたら、お店のドアには、『』と書かれたがってあった,B「えー。そんなの
 わざわざ,お店は休みだった,食べなくても、
 わざわざ,そのお、買ってきてくれたのはうれしいんですけど、私はお酒が飲めないんです,のケーキ屋ので
 わざわざ,今はEメールでがむんだから、手紙を書かなくてもいいんじゃない？あなたが日本へ来た時は、わざわざホテルを探さなくても、うちに泊まったらいいですよ,じゃない？」
 わざわざ,今日のは時間のだった,B「えー。そんなの
 わざわざ,あんなテーマを会議で二時間も話さなくてもいいだろう,食べなくても、
 わざわざ,自分のことがいな人に、近づくべきじゃない,のケーキ屋ので
 わざわざ,知らない人「あの、さっきこの財布を落としましたよね？」私「あ！そうです、私のです,じゃない？」
 わざわざ,すみません,B「えー。そんなの
 わざわざ,ありがとうございます,食べなくても、
 わざわざ,」 母「明日はでしょ？朝お持っていく？」息子「いいよ,のケーキ屋ので
 わざわざ,作ってくれなくても,じゃない？」
 わざわざ,」 A「ねえ、このにってるケーキ、食べたくない？」B「えー,B「えー。そんなの
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,彼がそんな早い時間に起きられる,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,いつもしているんだから,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,あんなにかっこいい人が、モテない,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,彼女がいるはずだ,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,こんな安いものがいいものの,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,すぐれてしまうだろう,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,あいつの作ったケーキがおいしい,It is impossible that / 当然不〜
 〜わけがない(wake ga nai)【JLPT N3の文法 Grammar】,きっとと塩をえて入れているよ,It is impossible that / 当然不〜
